product_id,score,comment_time,comment
100011323840.0,1.0,2020-03-19 11:45:25,非常耗燃气一个星期元燃气费噪音大小声音非常大建议大家不要买这款我家才买一个星期耗燃气非常大就报了两次障了用电燃都不要这么多还不如买电烧的
100011323840.0,5.0,2020-03-13 21:50:08,能耗这个不清楚要多使用才清楚
100011323840.0,5.0,2020-05-24 15:49:53,符合效果
100011323840.0,5.0,2020-03-10 18:00:08,今天刚安装起从使用的情况看更智能更节能物流也非常快前天下单昨天送达今天已使用
100011323840.0,5.0,2020-06-09 20:51:49,很省气可以连wifi很方便价格也很实惠总体来说是一款不错的热水器
100011323840.0,5.0,2020-03-22 18:10:42,能耗比较小
100011323840.0,5.0,2020-03-09 11:48:35,16升水箱相对大容量能耗肯定大点主要是使用频率和方式决定相对的有好的使用体验才是重点
100011323840.0,5.0,2020-06-24 13:47:57,还可以希望一切都好用的
100011323840.0,5.0,2020-06-02 12:06:19,第一次用暂不做评论
100011323840.0,5.0,2020-04-17 06:44:38,很省电省气
100011323840.0,5.0,2020-05-09 12:43:42,变频的热水器确实省气屏幕直接小时用气百分比这样确实看到节能效果
100011323840.0,5.0,2020-06-14 17:05:21,毕竟是个一级能耗的设备耗电量耗气量都很低
100011323840.0,5.0,2020-03-26 20:55:58,一个月后才知道
100011323840.0,5.0,2020-07-07 12:53:43,耗能还没研究时间长了才知道
100011323840.0,5.0,2020-05-05 12:46:41,暂时还不清楚等使用一段时间再来追评
100011323840.0,5.0,2020-06-19 16:22:07,不知道
100011323840.0,5.0,2020-03-15 10:54:28,还没统计出来
100011323840.0,5.0,2020-06-26 10:25:55,还没用应该不大用过同系列的
100011323840.0,5.0,2020-06-25 11:27:32,很小
100011323840.0,5.0,2020-06-25 00:29:53,二级能耗应该是平均水平
100011323840.0,5.0,2020-06-11 13:37:35,节能效果应该会很不错一级能效加分
100011323840.0,5.0,2020-06-23 22:24:38,这个不是很清楚
100011323840.0,5.0,2020-03-16 10:25:02,智能调节比较节能
100011323840.0,5.0,2020-07-08 10:47:49,水气双调应该是省气的后续使用再看
100011323840.0,5.0,2020-04-21 19:54:54,这个无法确认
100011323840.0,5.0,2020-04-27 19:00:08,暂时还不知道呢
100011323840.0,5.0,2020-06-21 18:48:13,这个不清楚
100011323840.0,5.0,2020-06-05 15:56:51,常用以后再试
100011323840.0,5.0,2020-03-16 17:06:24,省电
100011323840.0,5.0,2020-03-11 20:21:25,很省
100011323840.0,5.0,2020-07-10 10:59:42,有待后续观察
100011323840.0,5.0,2020-05-29 10:46:52,暂未使用
100011323840.0,5.0,2020-06-19 16:34:45,还未使用使用后再说
100011323840.0,5.0,2020-04-19 21:49:34,还未使用使用后追评
100011323840.0,5.0,2020-05-19 15:15:18,零冷水正常的话肯定耗能的而且夏天不需要啊冬天就一一整天都开着洗手间也会有热情水的
100011323840.0,5.0,2020-06-06 20:10:06,节能
100011323840.0,5.0,2020-06-06 11:31:46,应该还行吧性价比很高
100011323840.0,5.0,2020-05-02 20:12:39,因为天然气还没有开通还不清楚用过后再评价
100011323840.0,5.0,2020-06-15 15:20:19,还可以
100011323840.0,5.0,2020-06-04 13:17:26,比较低
100011323840.0,5.0,2020-05-08 11:22:56,还不知道怎么样
100011323840.0,5.0,2020-06-03 14:04:22,还没用
100011323840.0,5.0,2020-05-27 18:11:33,很低
100011323840.0,5.0,2020-05-13 14:32:02,很好
100011323840.0,5.0,2020-06-26 20:17:48,正常
100011323840.0,5.0,2020-06-20 11:16:15,正常
100011323840.0,5.0,2020-04-26 18:21:40,还可以
100011323840.0,5.0,2020-03-13 17:20:18,功率节能
100011323840.0,5.0,2020-05-05 09:17:10,还可以低耗能的
100011323840.0,5.0,2020-05-13 15:29:53,很省的不错
100011323840.0,5.0,2020-06-17 23:35:28,也不费天然气和电
100011323840.0,5.0,2020-07-01 21:34:45,暂时还没测出来等用一段时间再来追评
100011323840.0,5.0,2020-05-06 14:20:44,所有热水器都是二级能效这个没什么评价的
100011323840.0,5.0,2020-03-26 15:04:15,不太清楚
100011323840.0,5.0,2020-06-27 18:30:07,不太清楚用一段时间在看吧
100011323840.0,5.0,2020-06-29 21:18:07,能耗比电热的要小很多毕竟电热要热水还要一直待机保温
100011323840.0,5.0,2020-06-06 12:24:39,还没用用了在追评
100011323840.0,5.0,2020-04-11 21:21:35,刚刚使用暂不评论
100011323840.0,5.0,2020-06-06 16:28:37,能不能耗没关系毕竟我家里没矿
100011323840.0,5.0,2020-06-23 16:57:38,还不清楚
100011323840.0,5.0,2020-06-27 19:58:29,低耗能用电少
100011323840.0,5.0,2020-06-28 22:02:40,中规中矩吧
100011323840.0,5.0,2020-05-20 16:57:44,二级能耗耗电情况还好
100011323840.0,5.0,2020-03-31 23:24:30,肯定比之前10L的费气但应该也能承受
100011323840.0,5.0,2020-04-30 12:02:39,比之前的燃气热水器能耗高hellip
100011323840.0,5.0,2020-07-09 09:46:20,不知道耗电量怎样没有计算
100011323840.0,5.0,2020-04-21 23:46:53,和说明一样
100011323840.0,5.0,2020-03-17 18:29:09,这个耗能应该很低的一级能效
100011323840.0,5.0,2020-04-28 11:49:24,二级应该还可以吧
100011323840.0,5.0,2020-07-05 18:24:30,还没试应该不错
100011323840.0,5.0,2020-06-18 15:07:07,耗能低
100011323840.0,5.0,2020-04-19 09:12:09,还行
100011323840.0,5.0,2020-04-25 14:08:55,耗能小
100011323840.0,5.0,2020-06-07 16:42:59,还没试过
100011323840.0,5.0,2020-06-20 17:15:21,应该可以
100011323840.0,5.0,2020-06-29 09:36:41,耗能低
100011323840.0,5.0,2020-05-16 23:42:53,节能
100011323840.0,5.0,2020-07-08 11:04:49,没在意过应该正常水平吧
100011323840.0,5.0,2020-04-04 05:52:07,水气双调应该是省气的后续使用再看
100006961267.0,5.0,2020-06-22 16:06:29,使用不多待用一段时间后在评论
