id,product_id,score,comment_time,comment
9359,100011323840,1,2020-06-01 15:25:47,噪音大小非常大噪音
9360,100011323840,1,2020-06-05 12:00:19,京东感觉完全没有客服服务客服说话模棱两可完全给不了客户任何意见人工客服也跟机器人一样
9361,100011323840,1,2020-06-10 09:21:38,一星都不想给啊这个最便宜是一零四舅元大家看看价格吧另外说送吹风机也不送垃圾美的
9362,100011323840,1,2020-04-12 10:21:20,外形外观拿到新品外边有刮花因之前有新品互换个人觉得应该换的也是二手的谨慎购买
9363,100011323840,1,2020-07-07 11:48:03,买时讲好的有赠品后来的后来客服说送完了送完了不早说窝火最讨厌言而无信联系客服了N次竟是机器人说些没用的
9364,100011323840,1,2020-05-29 10:03:17,安装服务一个破燃淋等了三天了告诉我需要自己联系就这还敢自称服务态度好客服人员也是沟通起来费劲以后在也不考虑美的hellip
9365,100011323840,1,2020-06-05 11:42:41,你们换促销换的挺溜啊上午说打七折促销我说办退货重新抢你说可以到了下午一看7折促销没了逗我玩是吗？我退了也不你们的垃圾一点不靠谱
9366,100011323840,1,2020-05-29 22:50:25,恒温效果不咋地第一次十分钟凉一下接着凉的就有点频繁安装服务安装差得不行我都忘了我是在京东买的了材料费收我650找客服客服还说收的少真比意外蛋我找干装修连工加料才二百块钱没买过美的什么东西买了之后感觉没个好东西
9367,100011323840,1,2020-06-17 22:51:15,一星都多618保价一次都没用不能申请保价以后再也不在你家买东西了
9368,100011323840,1,2020-07-08 09:27:00,安装的时候不在家让师傅直接安装的水管处理的太丑了然后再看看邻居家海尔热水器安装的颜值真的是一个天上一个地下
9369,100011323840,1,2020-06-18 10:58:51,质量真的太差了都没用过就坏了今天早上师傅说里面的电脑板坏了要修我服了买了个坏的机器真的差自己考虑吧半句假话天打雷劈早知道加钱买能率个林内了贪便宜了下次不会选择美的的产品了刚买就坏也只有你了美的
9370,100011323840,1,2020-06-17 22:57:17,差评烂货一个刚装上几天就坏了这款最好大家别买服务又差货坏了又不管京东买的最差的一款东西提醒大家千万别买
9371,100011323840,1,2020-07-01 11:52:43,差评质量差用了一个多礼拜就坏了每天洗着洗着就突然变冷水跟京东说要换货就说没货一直拖着十几天了只会一句在反馈24小时回复然后就一天天拖延让我等他们到货还骗我去退货对差价只字不提要是我不说就打算让我吃哑巴亏了
9372,100011323840,1,2020-06-23 12:40:58,说好的赠品毛都没有发现京东就是送不起东西你就不要广告搞的那么好垃圾跟客服沟通一会送一会用不送了感觉就是我就不送了你能拿我怎么样的感觉如果有零星我就给你们凭零星以后大家买东西有优惠活动最好截图不然京东不认账的认账也可以反悔的他们说了算
9373,100011323840,1,2020-04-12 13:00:33,产品质量有问题体验很差装完后才发现冷水接口处零件有裂痕漏水
9374,100011323840,1,2020-06-22 21:27:59,满满的套路和坑如果你是北方的千万不要买说好的零冷水（升级版不用回水管都可以用）结果回来用不了坑1里面的循环只能用个点循环其他的功能摆设坑2点火声音大的要死不知道的人以为有人骑摩托车在走廊玩呢坑3最坑的地方是你要用热水因为零冷水用不了你要在那放好一会儿的水出来热水终于出来了舒舒服服的洗个热水吧结果热水不能持续输出刚冲了个头冷水出来的（出来的毫无防备）而且是持续的出冷水把热水开关调最大不管用心里一万只奔腾而过坑4总不能每次洗澡上半场热水洗下半场冷水洗吧问客服有没有解决的办法这客服你问她千百遍她都懒得理你一次我hellip美的的东西能不能吗不知道到这款燃气热水器坚决不能买买了就要做好和它斗的心里准备五星差评hellip
9375,100011323840,1,2020-06-18 16:34:58,说是黄金60秒价是结果是套路我是33秒买的结果价格是没有诚信
9376,100011323840,1,2020-06-20 15:27:39,收费太贵说好的不要钱收这么多劝大家不要买垃圾
9377,100011323840,1,2020-06-18 01:00:42,刚买几天优惠了大还不给补差价我建议不要买
