9359,100011323840,1,2020-06-01 15:25:47,噪音大小：非常大噪音
9360,100011323840,1,2020-06-05 12:00:19,京东感觉完全没有客服服务，客服说话模棱两可，完全给不了客户任何意见，人工客服也跟机器人一样
9361,100011323840,1,2020-06-10 09:21:38,一星都不想给啊，这个最便宜是一零四舅元。大家看看价格吧。另外说送吹风机也不送，垃圾美的
9362,100011323840,1,2020-04-12 10:21:20,外形外观：拿到新品外边有刮花，因之前有新品互换，个人觉得应该换的也是二手的。谨慎购买
9363,100011323840,1,2020-07-07 11:48:03,买时讲好的有赠品，后来的后来客服说送完了，送完了不早说，窝火最讨厌言而无信，联系客服了N次，竟是机器人说些没用的！
9364,100011323840,1,2020-05-29 10:03:17,安装服务：一个破燃淋等了三天了，告诉我需要自己联系，就这还敢自称服务态度好，客服人员也是沟通起来费劲，以后在也不考虑美的&hellip;&hellip;
9365,100011323840,1,2020-06-05 11:42:41,你们换促销换的挺溜啊，上午说打七折促销，我说办退货重新抢，你说可以。到了下午一看，7折促销没了！***逗我玩是吗？我退了也不你们的，垃圾，一点不靠谱！
9366,100011323840,1,2020-05-29 22:50:25,"恒温效果：不咋地 第一次十分钟凉一下 接着凉的就有点频繁。
安装服务：安装差得不行 我都忘了我是在京东买的了 材料费收我650，找客服，客服还说收的少，真**比意外蛋，我找干装修?连工加料才二百块钱。
没买过美的什么东西，买了之后感觉没个好东西。"
9367,100011323840,1,2020-06-17 22:51:15,一星都多，618保价一次都没用不能申请保价，以后再也不在你家买东西了
9368,100011323840,1,2020-07-08 09:27:00,安装的时候不在家，让师傅直接安装的。水管处理的太丑了，然后再看看邻居家海尔热水器安装的颜值，真的是一个天上一个地下
9369,100011323840,1,2020-06-18 10:58:51,质量真的太差了 都没用过就坏了 今天早上师傅说里面的电脑板坏了 要修 我服了买了个坏的机器 真的差 自己考虑吧 半句假话天打雷劈  早知道加钱买能率个林内了 贪便宜了  下次不会选择美的的产品了！刚买就坏 也只有你了 美的
9370,100011323840,1,2020-06-17 22:57:17,差评，烂货一个，刚装上几天就坏了，这款最好大家别买，服务又差，货坏了，又不管，京东买的最差的一款东西，提醒大家千万别买
9371,100011323840,1,2020-07-01 11:52:43,差评，质量差，用了一个多礼拜就坏了，每天洗着洗着就突然变冷水。跟京东说要换货，就说没货一直拖着，十几天了，只会一句在反馈，24小时回复，然后就一天天拖延，让我等他们到货，还骗我去退货，对差价只字不提，要是我不说就打算让我吃哑巴亏了
9372,100011323840,1,2020-06-23 12:40:58,说好的赠品，毛都没有，发现京东就是**！送不起东西你就不要广告搞的那么好。垃圾。跟客服沟通一会送，一会用不送了。感觉就是我就不送了，你能拿我怎么样的感觉！*****！！如果有零星，我就给你们凭零星。以后大家买东西有优惠活动最好截图，不然京东不认账的。认账也可以反悔的，他们说了算！
9373,100011323840,1,2020-04-12 13:00:33,产品质量有问题，体验很差，装完后才发现冷水接口处零件有裂痕，漏水！
9374,100011323840,1,2020-06-22 21:27:59,满满的套路和坑，如果你是北方的千万不要买，说好的零冷水（升级版不用回水管都可以用）结果回来用不了.坑1。里面的循环只能用个点循环，其他的功能摆设坑2。点火声音大的要死，不知道的人以为有人骑摩托车在走廊玩呢 坑3。最坑的地方是你要用热水因为零冷水用不了，你要在那放好一会儿的水出来！热水终于出来了，舒舒服服的洗个热水吧，结果热水不能持续输出，刚冲了个头，冷水出来的（出来的毫无防备）而且是持续的出冷水！！！把热水开关调最大不管用(心里一万只***奔腾而过)！坑4。总不能每次洗澡上半场热水洗，下半场冷水洗吧！问客服有没有解决的办法，这客服你问她千百遍她都懒得理你一次！我&hellip;  美的的东西能不能吗不知道，到这款燃气热水器坚决不能买！ 买了就要做好和它斗的心里准备！五星差评&hellip;&hellip;&hellip;&hellip;
9375,100011323840,1,2020-06-18 16:34:58,说是黄金60秒价是*结果是套路我是33秒买的结果价格是*没有诚信
